SMILES,luciferase_artifact,pac50_cyp1a2,pac50_cyp2c9,pac50_cyp2d6,pac50_cyp3a4
CC(C#CC(C)O)O,False,4.2603877086233295,,4.4531342034847095,
CN(C)CCOCCN(C)C,False,4.3599296975461455,4.248033422485081,,
CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,False,,,4.34065055800861,
CN(C(=O)NC1=CC=C(C=C1)Br)OC,False,5.2488672255444015,4.3988649544426,,
CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,False,5.748873015022128,5.19886394724405,4.998863636444484,4.256118813664984
COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,False,5.004448766621513,,,4.448864857638396
C1=CC(=CC=C1C2=C(C(=C(N2)C(F)(F)F)Br)C#N)Cl,False,6.498803757972912,4.998863636444484,4.198864633756791,
CC(C)(C)C1=CC=C(C=C1)OCC2CO2,True,4.1400821144055,4.1400821144055,4.390082391095816,
CC1=C(C=CC(=C1)C(=O)O)[N+](=O)[O-],False,4.397803227452149,,4.247803225592409,
[B-](F)(F)(F)F.CC[N+]1(CCCC1)C,False,,,4.149928712537672,
C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I,False,,4.810029897405945,,
CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C,True,5.510027465964983,4.810029897405945,4.760030197409634,
CC1=C(C=CC(=C1)O)SC,False,4.448864857638396,4.148864616843579,,4.198864633756791
CC1=C(C=CC(=C1)Cl)N.Cl,False,4.993952223508327,4.61895109674982,4.693950993774941,4.393951296747755
[B-](F)(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C,False,,4.144982056085977,6.294992040666664,4.194981959547696
C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,False,,4.785993993937474,4.6099352360914745,5.5609923895965
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O.O,False,4.1253912175614476,4.625390943753265,,
CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O,False,4.448864857638396,,4.3988649544426,
C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],False,4.44815614382721,,,
C(#N)C(Br)Br,False,,,4.475631143876474,
CSCCC=O,False,5.134562786836746,4.309561896778781,4.3988649544426,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],True,4.148864616843579,4.598864942530007,4.698865786166042,4.448864857638396
CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,False,4.49927247204022,4.824272149711367,4.499272529673121,4.466107885570364
C(C(CO)(CBr)CBr)O,False,4.243227007887529,,,
CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,False,4.448864857638396,4.473145949387726,,
C1CC(C(CC1C(CBr)Br)Br)Br,False,4.374919680746504,4.500638760449454,4.200639459673228,
C1=CC2=C(C=C1N=C=S)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,False,4.390779223363833,4.340779037224023,,
CC(C)(C#N)C(C)(C)C#N,False,4.1935771604604275,,,
CC(=CCC=C(C)C=C)C,False,4.423145748029465,4.198864633756791,,4.498865393540615
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,True,4.498865393540615,5.498858544712217,4.448864857638396,4.498865393540615
CCCCCCCCCCCC(=O)N(CC)CC,False,4.3988649544426,4.348864512263225,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,False,,,,4.860029658404407
C1=CC=C2C(=C1)C(=NC2=N)N,False,4.198864633756791,,4.148864616843579,
CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,False,4.760030197409634,4.198864633756791,,
C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl.Cl,False,5.26003230324049,,5.760025198883063,
C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],False,,,4.860029658404407,
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,False,4.172980460897925,4.92297974138021,4.172980460897925,6.047970359377832
CCCCCCCCSCCO,True,4.3988649544426,4.348864512263225,,
CC1=CC(=C(C=C1C)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+],False,5.452939453145435,,,
CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,False,4.14463048061975,5.2446283029809715,,
CNC(=O)NC1=CC(=C(C=C1)Cl)Cl,True,5.298863933907473,4.3988649544426,,4.167420839456289
CC(=O)CCC1=CC=C(C=C1)OC(=O)C,False,4.448864857638396,4.295992841163224,,
CC1=CC(=CC=C1)OC2=CC=CC=C2,False,4.459602945735281,,4.459602945735281,4.459602945735281
C1=CC=C(C=C1)OCC(=O)O,False,4.478585991510725,,,
CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,False,,4.454447615646616,,4.504447835195624
C1=CC2=C(C(=C1)O)N=CC=C2,False,4.572627667651991,4.648864911118024,4.498865393540615,
CCCCNS(=O)(=O)C1=CC=CC=C1,False,4.404564407270476,4.451714540192999,,
C1=CC(=CC(=C1)CN=C=O)CN=C=O,False,,5.121265704962952,,5.3712637732643245
CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,False,4.348864512263225,,,
CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC,False,4.998863636444484,4.948862919408721,,5.2488672255444015
CC1C(=O)C(=C(O1)C)O,False,4.488690286427875,,,
C1CCC2=NC3=CC=CC=C3C(=C2C1)N,False,5.1697337163191595,,4.954446946270631,
CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,False,4.44992826586856,,4.6049794789245615,
CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C,False,4.475018721279856,4.475018721279856,4.775019148376172,4.525019292985501
CC(C)OC(=O)C1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)O,False,,,4.9100313379205005,
CCOP(=S)(OCC)OP(=S)(OCC)OCC,False,4.193083570851332,4.768083669308963,,4.3833337833630655
C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,False,5.4488672992713925,5.998872299722965,4.448864857638396,
CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],False,4.3988649544426,,7.899629454882437,4.473145949387726
CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+],False,4.448864857638396,4.448864857638396,4.448864857638396,4.498865393540615
CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,False,,4.810029897405945,,
CC(C#C)N(C)C(=O)NC1=CC=C(C=C1)Cl,True,5.349216665361129,4.5492198987067605,4.1992190191615695,
C(CCC(=O)O)CC(=O)O,False,4.560029756289291,,,
CC(=C)C(=O)OCCNC(C)(C)C,False,4.449219037810705,,,
CCCCCC1=CC=CO1,False,4.434594962484875,4.634596261433623,,4.634596261433623
CCOC(=O)NNC1=NN=CC2=CC=CC=C21.Cl,False,4.619733722622367,,4.5044473069638435,
C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-],True,5.610036963564112,5.26003230324049,4.9100313379205005,5.110031956768376
C1=CC(=S)N(C=C1)[O-].[Na+],True,4.503133979346002,4.4531342034847095,4.753134738002962,
CCOC(=O)C1=CC(=O)C2=C(O1)C=CC=C2OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)OCC)OC(=O)[C@H](CCCCN)N,False,4.460029874171644,4.96003097313254,,5.410028070483141
CCCCN(CCCCO)N=O,False,,4.3988649544426,,4.3988649544426
CC1=C(C(=O)C(=C(C1=O)C)CCCCC#CCCCC#CCO)C,False,5.610036963564112,5.360025701545049,4.510030276850633,6.659952682338607
CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,False,,,6.26003230324049,
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+],True,4.747035376954967,4.997035225597939,4.747035376954967,4.847036272025697
CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC.Cl,False,4.205998803245695,4.455998966253597,6.15602015552184,4.50599854962388
CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,False,4.560029756289291,,6.709965388637482,
CCCC(=O)C(=O)C,False,,4.3988649544426,,4.448864857638396
C1=CC(=CC=C1C(=O)CCCCl)F,True,4.810029897405945,,,
C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3,True,5.148864004988426,,4.448864857638396,
CN1CCC2=CC3=C(C=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,False,4.503133979346002,5.253132372149571,4.503133979346002,5.853128096914261
C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl,False,5.798876102792621,,4.448864857638396,4.948862919408721
CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2.Cl,False,5.510027465964983,4.560029756289291,7.110138278741811,6.110026361596004
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,False,,4.760030197409634,,
CCC1=C2C(=CC=C1)C(=CN2)CCO,False,5.110031956768376,4.8343106239823825,4.610029886099158,
CC(=O)NC1=CC=C(C=C1)O,False,,,4.238650353310671,
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,False,4.198864633756791,,,
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,False,,,5.26003230324049,
C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F,False,5.140603485394269,,5.660032085297399,
CCC(C(C)(C)C)O,False,4.234882298080229,,,
CC(C1=CC=CC=C1)N[NH3+].OS(=O)(=O)[O-],False,,4.921264134092662,4.871264800032603,
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,False,4.473530195373915,4.461197815258108,,
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,False,,4.5009951303440445,4.5009951303440445,
C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],False,,4.410030303250599,,
COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,False,,,4.321747676346125,
C=CC(=O)OCCOCCOC(=O)C=C,False,4.396743007005474,,,
C1C[C@@H](O[C@@H]1CO)N2C=NC3=C(N=CN=C32)N,False,4.440430891878339,,,
C1CCC(CC1)(C2=CC=CC=C2)N.Cl,False,,,4.5024193982971905,
C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@H](O2)[C@@]3(CC[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)[C@H]6[C@@H]([C@H]([C@@H]([C@](O6)(CC(=O)[O-])O)C)OC)OC)C)O)C)C)OC7C[C@@H]([C@H]([C@@H](O7)C)OC)OC)(C)O)C.[NH4+],False,,,,5.060031709448664
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)C1=CC=CC=C1,False,,5.510027465964983,5.110031956768376,5.310025555333226
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CC,False,,4.9100313379205005,4.9100313379205005,5.96003097313254
CC1=NC=C(C(=N1)N)CN(/C(=C(\SS/C(=C(\N(C=O)CC2=CN=C(N=C2N)C)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)C=O,False,,,,6.410050398674292
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.O.O.O.Br,False,,,4.3536462744397255,
CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,False,,,4.223460072325203,4.306118789647335
CC(C)(C1=CC(=C(C(=C1)Br)OCCO)Br)C2=CC(=C(C(=C2)Br)OCCO)Br,False,4.50846882429694,5.408467942882501,4.208468644886757,4.308468525411598
CC(CO)OC1=CC=CC=C1,False,,,4.385573172934352,
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4,False,,5.249576466712681,,
CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C2=CC=CC=C2,False,4.3988649544426,5.19886394724405,,
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,False,,,4.698865786166042,
C(CN)COCCOCCOCCCN,False,,,4.698865786166042,
CC(C)COC(=O)C1=CC=C(C=C1)O,True,5.399223070842216,4.599218597634151,,
C1=CC(=C(C=C1Cl)Cl)C(=O)CCl,False,4.6303342757188295,4.880334213072446,4.417474885750806,4.500638760449454
CCCCCCCCCI,False,,4.140779416802822,,
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,False,4.551706533302407,4.201706465163455,,
CCCCCCCCCCCCI,True,,4.253997465985433,,
CCCCOC1=CC=C(C=C1)N,False,4.948862919408721,4.3988649544426,4.448864857638396,4.498865393540615
CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)O)C,False,4.193927934456267,,,4.46307874488049
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,False,4.141128488296658,5.491133749061542,4.4411282997502255,
CCC(C1=CC=CC=C1)C(=O)OCCN2CCOC(C2C)C3=CC=CC=C3,False,,5.310025555333226,5.26003230324049,5.8600265120155415
C1(C(=O)NC(=O)N1)NC(=O)N,False,4.560029756289291,,4.4531342034847095,
C1COCCN1C=O,False,4.348864512263225,,,
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,False,,4.760030197409634,4.460029874171644,
CO[Si](CCCS)(OC)OC,False,,,,4.198864633756791
CCCCCCCCCCCCCCCS(=O)(=O)OC1=CC=CC=C1,False,,5.810032701648728,,
COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,False,5.171262787887482,4.771266091623863,4.871264800032603,5.221262847460818
C1=CC(=C(C=C1C=C(C#N)C#N)O)O,False,,4.510030276850633,,
COC1=CC(=C(C=C1C=O)OC)OC,False,5.111775562018518,4.462140624408052,4.712140069554621,4.412140928786882
C1CCN[C@@H](C1)C2=CN=CC=C2,False,,,4.34599297197349,4.448864857638396
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,False,4.510030276850633,4.860029658404407,,
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,False,,4.93347654353613,4.43920117680466,
CCCCC(C)C(=O)O,False,4.3988649544426,,,
CCCCN(CCCC)C(=O)N(CCCC)CCCC,False,4.306118789647335,,,5.2488672255444015
CCCCCCCCCCCCCCCCCC(=O)[O-].C(CO)[NH+](CCO)CCO,True,5.501703233555657,5.901702463505302,4.451706419794678,5.251703412942764
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],True,4.163668920443394,,5.513668718815334,
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C)OC(=O)C,False,4.860029658404407,5.610036963564112,,
CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-],False,,,5.760025198883063,
C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,False,4.198864633756791,4.148864616843579,,
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,False,,4.48086677770942,4.162868189686489,4.212868381833796
C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,False,,,5.96003097313254,
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+],True,,4.552226637247517,4.3522269269925795,4.302227692653938
CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,False,5.8600265120155415,4.810029897405945,5.110031956768376,5.610036963564112
C1=CC(=NC(=C1)Cl)C(=O)O,False,,,4.3374522854915645,
CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,True,5.179447972619798,,,
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,False,,,4.401706426537025,
C1=CC=C(C=C1)[NH3+].[N+](=O)([O-])[O-],False,4.560029756289291,,,
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],False,,4.548864726812244,4.298864798175959,4.698865786166042
CCC1CCC(C1)CCC(=O)O,False,4.189037996234846,4.439038233445506,,
CCC1=CC=C(C=C1)C=O,False,4.239521348440184,,,
CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,False,,4.760030197409634,7.110138278741811,6.209996479609511
CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,False,,4.810029897405945,4.96003097313254,
CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,False,,5.410028070483141,5.010029874726081,6.510041520575165
CCC1=CC=C(C=C1)C2CCNCC2,False,,,6.460046158343603,
CCCCCC[C@@H](CCC)C(=O)O,False,,4.460029874171644,,
C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O)C(F)(F)F,True,4.248864914695038,4.848866210191896,,4.798865170407076
CC1CCC(CC1S)C(C)CS,False,,,,4.498865393540615
CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl,False,5.498858544712217,5.648861041418151,,5.648861041418151
CC1=C(C=CC(=C1)Br)NC(=O)CCl,False,4.948862919408721,4.3988649544426,,
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,False,4.558880115985554,,,
C[N+]1(CCCCC1)CC2COC(O2)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],False,,4.9712661206506645,5.871277715661574,
CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,False,,,,4.948862919408721
CC(C)COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,False,4.499928269874536,4.499928269874536,4.174209526368226,
C1CCC(CC1)N(C2CCCCC2)SC3=NC4=CC=CC=C4S3,False,4.50375414305669,5.103754952423941,6.653842697767992,5.203751856998499
C(CN)CN(CCO)CCO,False,4.098864931407043,,4.3988649544426,
C1CC(CC=C1)C2=CC=CC=C2,False,4.348864512263225,,,
C1CCC(CC1)[NH3+].[Cl-],False,4.396038709564252,4.196037866904468,,
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,False,4.510030276850633,,4.760030197409634,
C1CN[C@@H]2CC3=C4[C@@]15[C@H]2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O.Cl,False,,,4.43587033062189,
CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,False,5.710032208313266,,5.660032085297399,
CC(C)NCC(COC1=CC=CC=C1CC=C)O,False,5.26003230324049,,5.310025555333226,
C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O,False,4.348864512263225,,4.448864857638396,5.39886386639293
C1=CC(=C(C=C1N)N)[N+](=O)[O-],False,4.209964785580029,4.60996442501549,4.759965221051168,
C1=CC(=C(C=C1N)N)Cl,False,4.448157329571027,4.623156940136995,4.447449801503656,4.72315690175771
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],False,4.448864857638396,4.3988649544426,6.198870812420296,5.19886394724405
C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,False,,,,4.760030197409634
C(C(C(=O)O)S(=O)(=O)O)C(=O)O,False,4.498865393540615,,,
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,False,4.810029897405945,,,
CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,True,,4.198864633756791,,
C1=CC(=CC=C1C(Cl)(Cl)Cl)Cl,False,4.306118789647335,,,
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,False,5.17328395222621,,4.648864911118024,4.548864726812244
CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,False,4.287452150687937,4.598864942530007,4.148864616843579,4.498865393540615
CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,False,4.4960378112983825,5.04603745944868,,4.9460384926855
C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl,False,,7.309803919971486,,5.210031697910783
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,True,4.945345571659974,4.470346021258065,4.195345893402046,
CC1=C(S(=O)(=O)CCO1)C(=O)NC2=CC=CC=C2,False,4.273459830462956,,,
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,True,6.048856839892448,4.448864857638396,,4.498865393540615
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,False,,,,4.6544476454732795
CC1=C(C(=CC=C1)C)OCC(C)N.Cl,False,5.8600265120155415,,4.860029658404407,
CCCCC(CC)COCCCN,False,4.95348922787812,4.453490650160367,4.903489721821524,4.853490573113563
C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,False,4.548864726812244,,,
B(OC(C)C)(OC(C)C)OC(C)C,False,4.3988649544426,,,
C1=CSC(=N1)N,False,,,4.148864616843579,
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,False,,4.760030197409634,4.510030276850633,
CC(CC=O)CC(C)(C)C,False,,4.198864633756791,,
CC1=C(C(=CC=C1)C(=O)O)[N+](=O)[O-],False,4.19815672930734,,4.472437117097715,
CC(=O)CC(=O)NC1=CC=C(C=C1)OC,False,4.598864942530007,,,
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,False,,,5.060031709448664,
CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,True,4.760030197409634,4.860029658404407,4.810029897405945,4.810029897405945
CC(=O)OC1=C(C=C(C=C1)[N+](=O)[O-])CCl,False,,4.198864633756791,,
COC1=C2C(=CC=C1)SC(=N2)N,False,4.646037631346469,,4.996039971911452,4.996039971911452
CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,False,5.490595839741308,5.110031956768376,5.610036963564112,5.310025555333226
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,False,,4.760030197409634,4.510030276850633,5.610036963564112
CC(C)C(=O)OCC1=CC(=CC=C1)OC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)CC4=CC=CC=C4)(C)C,False,,4.9100313379205005,,4.810029897405945
[NH3+]O.[Cl-],False,4.190082224227991,,,
CC(=O)CCC1=CC=C(C=C1)O,False,,,4.298864798175959,
C1CCC(C(C1)C(=O)OCC2CO2)C(=O)OCC3CO3,False,,4.44815614382721,,
CCC(C)C1=C(C(=CC=C1)C(C)CC)O,False,4.648864911118024,4.698865786166042,,4.548864726812244
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],False,6.54882784248746,,4.498865393540615,
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,False,4.629447795475125,4.448864857638396,5.504449753373459,5.179446057721856
CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,False,5.060031709448664,,6.060031709448664,
CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,False,,4.560029756289291,,
CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C,False,,,6.010016541698601,5.410028070483141
CC(CC1=CC=CC=C1)NCCCCl,False,,,5.460033632003287,4.560029756289291
COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,False,4.448864857638396,4.598864942530007,,4.948862919408721
CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,False,5.801342913045577,4.451350206101622,5.2513469065757326,
C1CN(CCN1)N=O,False,4.228025060299564,4.4034303922359435,4.453430193964946,
CC1=CC=C(C=C1)C(C)OC(=O)C2(CCC(C2(C)C)C(=O)O)C.C(CO)NCCO,False,,4.460029874171644,,
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,False,4.910528231471699,5.035529137493058,,5.635530517039157
CC1=CC=C(C=C1)/C=C/2\C3CCC(C2=O)C3(C)C,False,4.5017073698445875,4.951705835050711,,
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)O,False,4.510030276850633,4.760030197409634,6.410050398674292,
CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,False,4.460029874171644,,,
C1CN(CCN1CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,False,,,,5.26003230324049
CCCCCC[N+]1=CC=CC=C1.[I-],False,,,4.498865393540615,
C(CN)N.I.I,False,,,4.498865393540615,
CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,False,,5.200997366572284,,
CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1.Cl,False,,4.545145997046006,6.145147637582166,
COC1=CC=C(C=C1)C2=CC(=S)SS2,True,5.910024277312271,4.860029658404407,4.510030276850633,4.760030197409634
C1CCC(CC1)C2=C(C=CC(=C2)C3(CCCCC3)C4=CC(=C(C=C4)O)C5CCCCC5)O,False,,5.59885804480627,,4.748865707419434
COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,True,,,,4.760030197409634
