Smiles,PPB
O=C(N(CC)CC)c1cc(ccc1)C,64.4113998
Clc1ncc(cc1)CN(\C(=N\C#N)\C)C,42.4049988
Clc1ncc(cc1)CN1CCN=C1N[N+](=O)[O-],34.4149017
Clc1nc(nc(n1)NC(C)C)NC(C)C,96.3488998
S(=O)(=O)(C)c1cc(ccc1C(=O)c1cnoc1C1CC1)C(F)(F)F,99.1699982
P(OC)(OC)(O\C(=C\C(=O)N(C)C)\C)=O,17.6650009
s1c(nnc1OCC(=O)N(C(C)C)c1ccc(F)cc1)C(F)(F)F,86.2527008
Ic1cc(S(=O)(=O)NC(=O)Nc2nc(nc(OC)n2)C)c(cc1)C(OC)=O,99.3319016
S(=O)(=O)(NC(=O)Nc1nc(cc(n1)C)C)c1ccccc1C(OC1COC1)=O,93.9160995
Clc1cccc(Cl)c1NS(=O)(=O)c1nc2n(n1)C(OCC)=NC(F)=C2,99.3519974
s1cc(nc1)-c1[nH]c2c(n1)cccc2,86.1839981
O(C)c1ccc(cc1NNC(OC(C)C)=O)-c1ccccc1,16.3999996
Cl\C=C\CO\N=C(/CC)\C=1C(=O)CC(CC=1O)C1CCOCC1,61.6567001
O(C(C(=O)N(CC)CC)C)c1c2c(ccc1)cccc2,99.5000000
Fc1cccc(F)c1C=1OCC(N=1)c1ccc(cc1OCC)C(C)(C)C,99.5000000
Clc1sc(cn1)CN\1COCN(C)/C/1=N\[N+](=O)[O-],17.1434002
O1C(C(CC)C)C(C=CC12OC1CC(OC(=O)C3=CC(C)C(O)C4OC\C(=C/C=C/C(C)C(OC5OC(C)C(OC6OC(C)C(NC)C(OC)C6)C(OC)C5)/C(=C/C1)/C)\C34O)C2)C,99.5000000
Clc1cc(cc(Cl)c1C)C(=O)NC(C(=O)CCl)(CC)C,99.4850006
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,99.5000000
ClCC(=O)N(COC)c1c(cccc1CC)CC,85.9049988
O(C)c1nc(nc(n1)NC(C)C)NC(C)C,99.5000000
O(C)c1cccc(C(=O)NN(C(=O)c2cc(cc(c2)C)C)C(C)(C)C)c1C,93.8806000
S(C)C1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,97.5637970
Brc1cc(cc(Br)c1O)C#N,50.0000000
ClC=1C(=O)N(N=CC=1N)c1ccccc1,57.2673988
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1cc(NC=O)ccc1C(=O)N(C)C,93.5101013
Clc1cc2CC3(OCN(N=C3c2cc1)C(=O)N(C(OC)=O)c1ccc(OC(F)(F)F)cc1)C(OC)=O,99.5000000
Clc1ccc(-n2nc(OCc3ccccc3N(OC)C(OC)=O)cc2)cc1,99.5000000
S(O)(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,99.5000000
O(C(=O)Nc1nc2c(n1C(=O)NCCCC)cccc2)C,99.5000000
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,99.5000000
Clc1ncccc1C(=O)Nc1ccccc1-c1ccc(Cl)cc1,96.7985992
S(=O)(=O)(N)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,99.5000000
Clc1nc(nc(n1)NCC)NC(C)C,88.7949982
Clc1ccc(Cl)c(OC)c1C(O)=O,81.9815979
Clc1nc(ccc1)C(Cl)(Cl)Cl,99.5000000
Clc1cc(Cl)c(OC(C)C)cc1N1N=C(OC1=O)C(C)(C)C,99.5000000
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1ncccc1OCC(F)(F)F,99.5000000
S(CC)C(=O)N(CC(C)C)CC(C)C,99.5000000
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1cc(ccc1C(OC)=O)CNS(=O)(=O)C,99.5000000
S(C)C1=NN=C(C(C)(C)C)C(=O)N1N,46.2949982
Clc1sc(cn1)CN\C(=N\C)\N[N+](=O)[O-],48.2799988
FC(F)(F)c1cc(NC(=O)N(C)C)ccc1,74.1083984
Clc1nc(nc(n1)NCC)NC(C#N)(C)C,68.4477997
S(=O)(=O)(Nc1nc2n(n1)C(OC)=NC=C2OC)c1c(cccc1OCC(F)F)C(F)(F)F,98.9910965
S(CC)C(=O)N1CCCCCC1,90.2854996
S(C)c1ccc(OP(OCC)(=O)NC(C)C)cc1C,96.4300003
O1c2c(OC1(C)C)cccc2OC(=O)NC,80.2895966
Cl\C(=C(/Cl)\Cl)\CSC(=O)N(C(C)C)C(C)C,99.5000000
Clc1cc2OC(=O)N(c2cc1)CSP(=S)(OCC)OCC,99.5000000
O(C(=O)N(C)C)c1nc(nc(C)c1C)N(C)C,83.6662979
S(\C(=N/OC(=O)NC)\C(=O)N(C)C)C,20.7423000
ClCC(=O)N(COCCCC)c1c(cccc1CC)CC,99.5000000
O(C(=O)NC)c1cc(\N=C\N(C)C)ccc1,11.4686003
S=C(Nc1ccccc1NC(=S)NC(OC)=O)NC(OC)=O,57.2993011
Clc1cc(cc(Cl)c1)C(=O)NC(C#C)(C)C,93.2444000
S1(=O)(=O)Nc2c(cccc2)C(=O)N1C(C)C,97.9250031
O(CCC)C(=O)NCCCN(C)C,15.6515999
ClC(Cl)(Cl)c1nc(sn1)OCC,99.5000000
S(Oc1cc2c(OC(OCC)C2(C)C)cc1)(=O)(=O)C,86.8730011
Clc1cc(OC)c(Cl)cc1OC,42.2611008
ClC=1C(=O)N(N=CC=1NC)c1cc(ccc1)C(F)(F)F,81.5942993
Clc1ccc(cc1)CSC(=O)N(CC)CC,99.5000000
O(C(=O)C1C(C)(C)C1\C=C(\C)/C)C1=CC(=O)C(CC=C)C1C,76.2733994
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1N,99.5000000
S=P(Oc1nc(nc(c1)C)N(CC)CC)(OC)OC,99.5000000
ClC(Cl)(Cl)C(c1ccc(O)cc1)c1ccc(O)cc1,99.5000000
S=P(Oc1ccc([N+](=O)[O-])cc1)(OC)OC,98.5849991
S(CCSP(=S)(OCC)OCC)CC,99.5000000
S(P(OC)(=O)NC(=O)C)C,13.1626997
S=P(OC)(O\C(=C\C(OC(C)C)=O)\C)NCC,98.4100037
BrC=1C(=O)N(C(CC)C)C(=O)NC=1C,90.0849991
Clc1cc(NC(=O)N(C)C)ccc1Cl,81.4355011
Clc1cc(NC(=O)N(OC)C)ccc1Cl,89.4877014
N(=C\N(\C=N\c1ccc(cc1C)C)C)/c1ccc(cc1C)C,99.5000000
S=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC,99.5000000
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(O)=O,99.5000000
O=[N+]([O-])c1cc(cc([N+](=O)[O-])c1NC(CC)C)C(C)(C)C,99.5000000
Clc1cc(Cl)ccc1Oc1ccc(Cl)cc1O,99.5000000
s1c(nnc1N(C(=O)NC)C)C(C)(C)C,58.2778015
ClCC(=O)N(COCC)c1c(cccc1C)CC,85.2600021
Clc1cc(Cl)ccc1C(OCC=C)Cn1ccnc1,97.0441971
Clc1ccccc1Oc1ncnc(Oc2ccccc2\C(=N\OC)\C=2OCCON=2)c1F,96.3798981
Clc1cc(N2C(O)=CN(C(=O)NC(C)C)C2=O)cc(Cl)c1,99.5000000
O=[N+]([O-])c1c(C)c(cc([N+](=O)[O-])c1NC(CC)CC)C,99.5000000
Clc1nc(OP(=S)(OCC)OCC)nn1C(C)C,93.4609985
Clc1cc(ccc1Oc1cc(OCC)c([N+](=O)[O-])cc1)C(F)(F)F,87.8242035
Clc1ccc(OC(n2ncnc2)C(=O)C(C)(C)C)cc1,94.2900009
[n+]1(n(C)c(cc1-c1ccccc1)-c1ccccc1)C,14.8720999
Clc1cc(N2C(=O)C(OC2=O)(C=C)C)cc(Cl)c1,40.6413994
Clc1cc(ccc1Oc1cc(C(O)=O)c([N+](=O)[O-])cc1)C(F)(F)F,99.5000000
Clc1cc([N+](=O)[O-])ccc1NC(=O)c1cc(Cl)ccc1O,95.8344421
O1c2cc(CCC)c(cc2OC1)COCCOCCOCCCC,99.5000000
ClCC(=O)N(C(COC)C)c1c(cccc1C)CC,82.2659988
O=C1N(C2CCCCC2)C(=O)N=C(N(C)C)N1C,38.7018013
Clc1cc(Cl)ccc1Oc1ccc(OC(C(OC)=O)C)cc1,99.5000000
O1C(CC)C(CCC12OC1CC(OC(=O)C3=CC(C)C(O)C4OC\C(=C/C=C/C(C\C(=C\C1)\C)C)\C34O)C2)C,99.5000000
s1nncc1NC(=O)Nc1ccccc1,97.1624985
S1CCOC(C)=C1C(=O)Nc1ccccc1,82.4962997
Cl\C(\Cl)=C\C1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,99.5000000
n1c(cc(nc1Nc1ccccc1)C)C,98.3266983
S1CN(CN(C)C1=S)C,10.8572998
ClC(OP(=S)(OCC)OCC)C(Cl)(Cl)Cl,99.5000000
Clc1ccc(OC(n2ncnc2)C(O)C(C)(C)C)cc1,87.4190979
FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(C)=C)CC)c([N+](=O)[O-])c1,99.5000000
Clc1cc(Cl)c(Cl)nc1OCC(O)=O,97.7631989
S(C)c1ccc(OP(=S)(OC)OC)cc1C,99.5000000
Clc1cc(Cl)c(Cl)nc1OP(=S)(OC)OC,99.5000000
S=P(Oc1ccc([N+](=O)[O-])cc1)(OCC)OCC,99.5000000
ClC=1C(Oc2c(ccc(OP(=S)(OCC)OCC)c2)C=1C)=O,99.5000000
O(C(=O)C(N(C(=O)COC)c1c(cccc1C)C)C)C,26.9440002
O(C(=O)C1C(C)(C)C1\C=C(\C)/C)C1=CC(=O)C(CC=C)C1C,70.9819031
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,99.5000000
ClC=1C(=O)N(C(C)(C)C)C(=O)NC=1C,89.7109985
Clc1ccccc1C(O)(c1ccc(Cl)cc1)c1cncnc1,96.3290024
S(P(=S)(OC)OC)CC(=O)NC,3.5081999
OC12C(C(N(C)C)C(=O)C(C(=O)N)C1=O)C(O)C1C(C2=O)C(=O)c2c(cccc2O)C1(O)C,61.5149994
Clc1cccc(F)c1CN(CC)c1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])C(F)(F)F,99.5000000
O(C(=O)NC)c1c2c(ccc1)cccc2,30.7754002
n1c(nc(nc1N)N)NC1CC1,6.4766002
Clc1ccc(cc1)C(C(C)C)C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,99.5000000
FC(F)(F)c1ccccc1C(=O)Nc1cc(OC(C)C)ccc1,98.1181030
Clc1cc2oc(Oc3ccc(OC(C(OCC)=O)C)cc3)nc2cc1,99.5000000
Clc1cc(Cl)cc(Cl)c1OCCN(CCC)C(=O)n1ccnc1,97.7630005
Clc1nccc(NC(=O)Nc2ccccc2)c1,96.3349991
Clc1cc(C(F)(F)F)c(\N=C(\n2ccnc2)/COCCC)cc1,99.5000000
S\1CN(c2ccccc2)C(=O)N(C(C)C)/C/1=N/C(C)(C)C,99.5000000
Clc1c(N)c(Cl)c(F)nc1OCC(O)=O,90.8059006
Clc1cc(NC(=O)CC)ccc1Cl,99.5000000
O1C(C(CC)C)C(C=CC12OC1CC(OC(=O)C3=CC(C)C(O)C4OC\C(=C/C=C/C(C)C(OC5OC(C)C(OC6OC(C)C(O)C(OC)C6)C(OC)C5)/C(=C/C1)/C)\C34O)C2)C,93.3099976
ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,99.5000000
O(c1ccc(OCCNC(OCC)=O)cc1)c1ccccc1,99.5000000
S(C)c1nc(nc(n1)NC(C)C)NC(C)C,99.5000000
S(C(CC1CC(=O)C(/C(=N/OCC)/CCC)=C(O)C1)C)CC,94.5279999
Clc1ccccc1-c1nnc(nn1)-c1ccccc1Cl,99.5000000
S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,99.5000000
S(=O)(=O)(NC(=O)Nc1nc(nc(OC)n1)C)c1ccccc1C(OC)=O,91.4004974
S(CC)C(=O)N(CCC)CCC,99.5000000
Clc1ccc(cc1)CC(n1ncnc1)C(O)C(C)(C)C,84.6232986
Oc1n(COC(=O)C2C(C)(C)C2\C=C(\C)/C)c(O)c2c1CCC=C2,99.5000000
Clc1cc(ccc1Oc1cc(C(OC(C(OCC)=O)C)=O)c([N+](=O)[O-])cc1)C(F)(F)F,99.5000000
S(P(SCCCC)(SCCCC)=O)CCCC,93.3492966
Clc1ccc(cc1)C1SC(=O)N(C(=O)NC2CCCCC2)C1C,99.5000000
FC(F)(F)c1ccc(Oc2ccc(OC(C(OCCCC)=O)C)cc2)nc1,99.5000000
Cl\C(=C/C1C(C)(C)C1C(OCc1c(F)c(F)c(C)c(F)c1F)=O)\C(F)(F)F,99.5000000
Clc1c([N+](=O)[O-])c(Nc2ncc(cc2Cl)C(F)(F)F)c([N+](=O)[O-])cc1C(F)(F)F,99.5000000
Clc1cc(Cl)ccc1C(O)(CCCC)Cn1ncnc1,95.9000015
Oc1ccc(cc1)C(C)(C)c1ccc(O)cc1,83.7350998
O=C1NC(=NC1(C(C)C)C)c1ncccc1C(O)=O,7.6876998
O=C1NC(=NC1(C(C)C)C)c1nc2c(cc1C(O)=O)cccc2,84.8727036
O=C1N=C(NC1(C(C)C)C)c1ncc(cc1C(O)=O)CC,71.0491028
Clc1c(N)c(Cl)c(F)nc1OCC(OC(CCCCCC)C)=O,99.5000000
Clc1ccccc1CN1OCC(C)(C)C1=O,82.6641006
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(nc(OC)n1)C,97.6951981
o1nc(cc1NC(=O)c1c(OC)cccc1OC)C(CC)(CC)C,95.6999969
Cl\C(=C/C1C(C)(C)C1C(OCc1cccc(-c2ccccc2)c1C)=O)\C(F)(F)F,99.5000000
Clc1c([N+](=O)[O-])c(Cl)c(Cl)c(Cl)c1Cl,99.5000000
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)Cc1ccccc1C(OC)=O,99.5000000
S(C)c1nc(nc(n1)NCC)NC(C)C,99.5000000
Clc1cc(Cl)ccc1\C=C(\n1ncnc1)/C(O)C(C)(C)C,98.0531998
O1c2c(CC1C(C)=C)c1OC3C(c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2,95.9079971
Clc1ccc2c(ncc(Cl)c2)c1C(O)=O,97.2005997
O(C(=O)c1ccccc1C(OCCCC)=O)CCCC,95.4529724
S(P(=S)(OC)OC)CN1N=Nc2c(cccc2)C1=O,78.6321030
ClCC(=O)N(C(COC)C)c1c(csc1C)C,76.8227005
O1C2(CCC1(CC2OCc1ccccc1C)C(C)C)C,99.5000000
Clc1ccc(cc1)C(CCCC)(C#N)Cn1ncnc1,91.5712967
Oc1ccccc1-c1ccccc1,95.8947983
S(=O)(=O)(NC(=O)Nc1nc(nc(OC)n1)C)c1ccccc1CCC(F)(F)F,99.5000000
Clc1ccc(cc1)C(O)(C(C)C1CC1)Cn1ncnc1,89.1444016
Clc1cc(C)c(OCC(O)=O)cc1,98.2029037
Clc1cc(Cl)ccc1OCC(O)=O,95.5899963
Clc1cc(Cl)ccc1OCCCC(O)=O,99.3376694
S1C(=O)N(N=C1OC)CSP(=S)(OC)OC,73.1516037
O(c1ccc(OCC(Oc2ncccc2)C)cc1)c1ccccc1,99.5000000
S=P(Oc1cnc(nc1)C(C)(C)C)(OC(C)C)OCC,99.5000000
P(Oc1nc(nc(c1)C)C(C)C)(OCC)(OCC)=O,68.9400024
ClC=1C(=O)N(N=CC=1SCc1ccc(cc1)C(C)(C)C)C(C)(C)C,99.5000000
S(=O)(=O)(NC(=O)Nc1nc(nc(OCC)n1)NC)c1ccccc1C(OC)=O,98.4337997
S(C(=O)c1c(CC(C)C)c(C(SC)=O)c(nc1C(F)(F)F)C(F)F)C,99.5000000
S1CCN(P(SC(CC)C)(OCC)=O)C1=O,54.0096016
S(=O)(=O)(Nc1c(F)cccc1F)c1nc2n(n1)C=CC(=N2)C,98.2733002
Clc1cc([N+](=O)[O-])cc(Cl)c1N,99.5000000
